town,flat_type,storey_range,flat_model,floor_area_sqft,remaining_lease_months,nearest_pri_dist,nearest_mrt_dist,nearest_supermarket_dist,nearest_mall_dist,nearest_hawker_dist,price_per_sqft
BUKIT MERAH,5 ROOM,07 TO 09,Improved,1184.029,1063,355,403,194,969,712,751.6707783
BUKIT MERAH,5 ROOM,01 TO 03,Improved,1367.0153,907,617,641,246,1052,716,592.5317734
BUKIT MERAH,5 ROOM,22 TO 24,Improved,1184.029,983,942,988,608,1373,402,699.307196
BUKIT MERAH,5 ROOM,28 TO 30,Improved,1184.029,994,752,800,465,1343,326,743.2250393
BUKIT MERAH,5 ROOM,37 TO 39,Improved,1216.3207,1116,1129,1020,626,1391,658,785.1547704
BUKIT MERAH,5 ROOM,16 TO 18,Model A,1463.8904,921,497,504,136,1362,251,637.3427956
BUKIT MERAH,5 ROOM,22 TO 24,Improved,1237.8485,1030,286,328,284,1022,390,713.334467
BUKIT MERAH,5 ROOM,19 TO 21,Standard,1345.4875,682,747,394,354,1325,492,549.986529
BUKIT MERAH,5 ROOM,19 TO 21,Standard,1291.668,701,369,534,141,1229,290,515.612371
BUKIT MERAH,5 ROOM,04 TO 06,Standard,1323.9597,681,747,394,354,1325,492,487.1749495
BUKIT MERAH,5 ROOM,07 TO 09,Improved,1184.029,998,331,1112,716,1495,815,624.9846921
BUKIT MERAH,5 ROOM,13 TO 15,Improved,1184.029,998,382,1163,767,1573,872,608.0932139
BUKIT MERAH,5 ROOM,13 TO 15,Standard,1259.3763,679,560,1480,985,1525,153,452.6049919
BUKIT PANJANG,2 ROOM,07 TO 09,Model A,505.9033,1138,722,438,391,804,6767,436.6209906
BUKIT PANJANG,2 ROOM,10 TO 12,Model A,505.9033,1126,360,686,323,875,6671,436.8423768
BUKIT PANJANG,2 ROOM,13 TO 15,Model A,505.9033,1126,180,506,144,728,5792,486.2589353
BUKIT PANJANG,3 ROOM,04 TO 06,Model A,785.7647,818,256,291,460,1068,4850,328.3425687
BUKIT PANJANG,3 ROOM,07 TO 09,Model A,785.7647,815,504,259,401,905,5145,356.3407722
BUKIT PANJANG,3 ROOM,04 TO 06,Simplified,688.8896,821,565,382,532,812,5206,345.4835143
BUKIT PANJANG,3 ROOM,10 TO 12,Model A,785.7647,813,608,166,226,1233,5134,346.7959301
BUKIT PANJANG,3 ROOM,01 TO 03,Model A,785.7647,830,799,469,527,1542,5138,305.4349476
BUKIT PANJANG,3 ROOM,01 TO 03,Model A,785.7647,822,619,230,788,542,5248,311.7981757
BUKIT PANJANG,3 ROOM,13 TO 15,Model A,721.1813,1138,623,354,307,705,6668,427.0770748
BUKIT PANJANG,3 ROOM,04 TO 06,Model A,721.1813,1126,180,506,144,728,5792,429.8503026
BUKIT PANJANG,4 ROOM,07 TO 09,Model A,1140.9734,822,553,267,244,997,5428,299.7440606
BUKIT PANJANG,4 ROOM,04 TO 06,Model A,1087.1539,928,346,268,131,219,6177,320.1018733
BUKIT PANJANG,4 ROOM,04 TO 06,Simplified,904.1676,820,374,250,286,860,5546,342.8567889
BUKIT PANJANG,4 ROOM,01 TO 03,Model A,1119.4456,830,454,239,254,462,6495,276.9227911
BUKIT PANJANG,4 ROOM,13 TO 15,Model A,1097.9178,939,798,363,759,440,5175,464.5156495
BUKIT PANJANG,4 ROOM,16 TO 18,Model A,1076.39,939,664,232,693,387,5178,453.3672739
BUKIT PANJANG,4 ROOM,19 TO 21,Model A,1087.1539,951,604,410,389,468,5873,354.1356932
BUKIT PANJANG,4 ROOM,04 TO 06,Model A,1097.9178,948,418,243,142,221,6199,300.5689497
BUKIT PANJANG,4 ROOM,07 TO 09,Premium Apartment,1011.8066,999,797,241,392,238,5121,518.8738638
BUKIT PANJANG,4 ROOM,13 TO 15,Model A,968.751,982,588,477,362,318,5392,485.1607895
BUKIT PANJANG,4 ROOM,04 TO 06,Model A,1087.1539,932,515,273,480,303,5340,386.3298471
BUKIT PANJANG,4 ROOM,10 TO 12,Model A,1108.6817,811,656,358,300,1044,5339,321.1020801
BUKIT PANJANG,4 ROOM,01 TO 03,Model A,1108.6817,826,788,390,398,1419,5221,297.6508046
BUKIT PANJANG,4 ROOM,01 TO 03,Simplified,904.1676,818,836,581,640,1590,5068,304.1471515
BUKIT PANJANG,4 ROOM,04 TO 06,Model A,990.2788,1139,623,354,307,705,6668,414.0248181
BUKIT PANJANG,4 ROOM,16 TO 18,Premium Apartment,1001.0427,1114,585,246,223,667,6630,427.5541892
BUKIT PANJANG,4 ROOM,04 TO 06,Model A,990.2788,1139,680,415,368,761,6725,403.9266518
BUKIT PANJANG,4 ROOM,10 TO 12,Model A,990.2788,1139,693,384,337,775,6738,432.2015174
BUKIT PANJANG,4 ROOM,13 TO 15,Model A,990.2788,1145,457,241,196,807,6793,436.2407839
BUKIT PANJANG,4 ROOM,10 TO 12,Premium Apartment,990.2788,993,667,587,547,749,6712,333.2394877
BUKIT PANJANG,4 ROOM,10 TO 12,Model A,990.2788,1139,693,384,337,775,6738,427.1524342
BUKIT PANJANG,4 ROOM,13 TO 15,Premium Apartment,1001.0427,1113,595,311,287,677,6641,442.4266817
BUKIT PANJANG,4 ROOM,01 TO 03,Model A,990.2788,1145,457,241,196,807,6793,363.5339866
BUKIT PANJANG,4 ROOM,01 TO 03,Premium Apartment,968.751,987,572,585,610,654,6617,330.3222397
BUKIT PANJANG,4 ROOM,10 TO 12,Model A,1001.0427,1138,680,415,368,761,6725,449.5312737
BUKIT PANJANG,4 ROOM,13 TO 15,Premium Apartment,979.5149,981,429,179,426,505,6240,438.9928116
BUKIT PANJANG,4 ROOM,10 TO 12,Model A,1065.6261,950,481,260,512,456,5423,459.8235723
BUKIT PANJANG,4 ROOM,13 TO 15,Model A2,979.5149,949,442,184,462,306,5418,438.9928116
BUKIT PANJANG,4 ROOM,04 TO 06,Model A2,979.5149,949,442,184,462,306,5418,426.7418495
BUKIT PANJANG,4 ROOM,04 TO 06,Model A,1065.6261,951,470,247,432,343,5343,426.9790314
BUKIT PANJANG,5 ROOM,16 TO 18,Improved,1291.668,953,554,228,431,275,5469,491.6123958
BUKIT PANJANG,5 ROOM,07 TO 09,Improved,1302.4319,929,110,257,315,338,6145,290.2263066
BUKIT PANJANG,5 ROOM,13 TO 15,Improved,1194.7929,980,415,370,314,643,6000,401.7432645
BUKIT PANJANG,5 ROOM,04 TO 06,Improved,1302.4319,944,875,526,1020,672,5407,413.7552221
BUKIT PANJANG,5 ROOM,16 TO 18,Improved,1291.668,939,863,340,802,417,5152,455.2253365
BUKIT PANJANG,5 ROOM,10 TO 12,Improved,1302.4319,943,240,368,334,413,6447,345.5075079
BUKIT PANJANG,5 ROOM,01 TO 03,Improved,1356.2514,945,172,350,410,510,6451,276.4974104
BUKIT PANJANG,5 ROOM,07 TO 09,Improved,1323.9597,944,153,314,325,524,6535,328.5598497
BUKIT PANJANG,5 ROOM,04 TO 06,Improved,1302.4319,940,311,307,155,234,6268,341.6685356
BUKIT PANJANG,5 ROOM,13 TO 15,Improved,1184.029,982,672,480,279,234,5352,489.8528668
BUKIT PANJANG,5 ROOM,01 TO 03,Improved,1377.7792,833,757,422,433,1454,5190,279.4351954
BUKIT PANJANG,5 ROOM,10 TO 12,Improved,1313.1958,821,1003,673,679,1700,5215,327.4454579
BUKIT PANJANG,5 ROOM,13 TO 15,Improved,1205.5568,1145,457,241,196,807,6793,411.4281467
BUKIT PANJANG,5 ROOM,16 TO 18,Premium Apartment,1184.029,993,541,414,374,623,6586,346.2753024
BUKIT PANJANG,5 ROOM,16 TO 18,Premium Apartment,1194.7929,980,525,230,477,556,6166,422.6673928
BUKIT PANJANG,5 ROOM,04 TO 06,Improved,1184.029,983,427,471,298,744,6094,334.4512677
BUKIT PANJANG,5 ROOM,13 TO 15,Improved,1302.4319,950,481,260,512,456,5423,460.6766772
BUKIT PANJANG,5 ROOM,16 TO 18,Improved,1194.7929,983,427,471,298,744,6094,376.6343104
BUKIT PANJANG,5 ROOM,04 TO 06,Improved,1184.029,982,427,471,298,744,6094,329.3838242
BUKIT PANJANG,5 ROOM,13 TO 15,Improved,1194.7929,982,501,336,400,609,6014,359.8950077
BUKIT PANJANG,EXECUTIVE,07 TO 09,Premium Apartment,1399.307,980,489,194,441,520,6116,425.2104792
BUKIT TIMAH,3 ROOM,07 TO 09,Improved,818.0564,651,709,67,1102,2084,416,550.0843218
BUKIT TIMAH,4 ROOM,13 TO 15,Model A,1119.4456,821,639,534,532,704,481,647.6420114
BUKIT TIMAH,EXECUTIVE,04 TO 06,Maisonette,1657.6406,833,761,722,720,892,566,593.011537
CENTRAL AREA,2 ROOM,10 TO 12,Improved,570.4867,617,1158,823,401,742,281,403.164526
CENTRAL AREA,3 ROOM,07 TO 09,Model A,796.5286,773,686,327,237,426,331,464.5156495
CENTRAL AREA,3 ROOM,07 TO 09,Standard,613.5423,647,810,282,390,390,577,607.9450431
CENTRAL AREA,3 ROOM,13 TO 15,Improved,635.0701,684,570,637,86,357,167,653.471168
CENTRAL AREA,3 ROOM,13 TO 15,Improved,699.6535,664,1447,203,279,267,459,525.9746432
CENTRAL AREA,3 ROOM,13 TO 15,Model A,785.7647,785,571,226,306,437,279,572.6905268
CENTRAL AREA,4 ROOM,04 TO 06,Improved,979.5149,748,828,130,369,186,186,408.3654062
CENTRAL AREA,4 ROOM,25 TO 27,Type S1,1011.8066,1091,230,583,508,508,652,915.0839696
CENTRAL AREA,4 ROOM,13 TO 15,Model A,1108.6817,776,708,292,517,259,259,505.1043956
CENTRAL AREA,4 ROOM,10 TO 12,Model A,914.9315,990,772,553,368,404,542,584.7432294
CENTRAL AREA,4 ROOM,25 TO 27,Improved,893.4037,723,617,545,289,397,283,716.3614836
CENTRAL AREA,4 ROOM,25 TO 27,Improved,893.4037,723,574,506,249,358,244,783.5203727
CENTRAL AREA,5 ROOM,04 TO 06,Type S2,1140.9734,1091,358,550,508,643,529,850.1512831
CENTRAL AREA,5 ROOM,22 TO 24,Model A,1496.1821,764,714,355,199,388,245,496.5973059
CHOA CHU KANG,3 ROOM,13 TO 15,Model A,721.1813,1121,549,1079,259,259,5601,420.1440054
CHOA CHU KANG,3 ROOM,10 TO 12,Model A,721.1813,1139,514,665,632,639,7467,457.5825801
CHOA CHU KANG,3 ROOM,07 TO 09,Model A,796.5286,769,260,787,475,1127,5857,313.8619254
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1162.5012,898,446,304,250,736,5210,258.0642497
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,1119.4456,880,545,201,408,874,5239,259.0568045
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1119.4456,881,444,647,203,291,5695,293.0021789
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1119.4456,869,595,419,215,600,5759,312.6547641
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,1119.4456,880,422,807,177,177,5650,294.7887776
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,1119.4456,880,534,667,147,323,5795,290.322281
CHOA CHU KANG,4 ROOM,13 TO 15,Model A,1119.4456,869,530,346,330,581,5648,310.4215158
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1119.4456,869,434,780,254,413,5885,294.7887776
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,1119.4456,880,639,462,238,589,5802,321.5877574
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1173.2651,880,762,344,479,418,6097,339.2242725
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1119.4456,880,561,683,660,736,6208,303.7217708
CHOA CHU KANG,4 ROOM,16 TO 18,Premium Apartment,1119.4456,960,379,1252,543,543,6110,285.8557843
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1076.39,926,196,1083,533,533,6295,297.2900157
CHOA CHU KANG,4 ROOM,07 TO 09,Model A,1119.4456,879,908,563,698,636,6212,305.5083695
CHOA CHU KANG,4 ROOM,13 TO 15,Model A2,968.751,951,605,1206,370,370,5820,309.6770997
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1087.1539,950,831,1361,614,614,5621,280.5490557
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1097.9178,951,628,1229,393,393,5764,305.1230247
CHOA CHU KANG,4 ROOM,10 TO 12,Premium Apartment,1108.6817,956,422,945,1028,935,7647,306.6705259
CHOA CHU KANG,4 ROOM,07 TO 09,Premium Apartment,1140.9734,956,422,945,1028,935,7647,294.4853929
CHOA CHU KANG,4 ROOM,13 TO 15,Model A,968.751,992,295,912,1186,904,7953,335.4835247
CHOA CHU KANG,4 ROOM,07 TO 09,Model A,979.5149,985,487,924,1199,918,7880,320.5668439
CHOA CHU KANG,4 ROOM,19 TO 21,Model A,968.751,985,487,924,1199,918,7880,338.5802957
CHOA CHU KANG,4 ROOM,13 TO 15,Model A,1119.4456,918,262,750,821,766,7507,324.2676553
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,1162.5012,920,223,375,447,392,7684,292.4728164
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1151.7373,914,495,531,805,524,8026,308.2300104
CHOA CHU KANG,4 ROOM,07 TO 09,Model A,990.2788,1139,395,522,494,501,7373,419.0739012
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,990.2788,1140,514,665,632,639,7467,419.0739012
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1130.2095,905,466,281,326,298,7577,351.2623102
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,990.2788,1139,514,665,632,639,7467,442.6914925
CHOA CHU KANG,4 ROOM,07 TO 09,Model A,1087.1539,927,626,170,329,165,7841,358.7348581
CHOA CHU KANG,4 ROOM,07 TO 09,Model A,1087.1539,927,705,238,351,168,8125,354.1356932
CHOA CHU KANG,4 ROOM,01 TO 03,Model A,1087.1539,936,743,615,649,649,5837,318.2622074
CHOA CHU KANG,4 ROOM,10 TO 12,Model A,1119.4456,774,363,802,430,1016,5840,303.7217708
CHOA CHU KANG,4 ROOM,04 TO 06,Model A,1119.4456,828,562,216,427,1159,5310,260.8434032
CHOA CHU KANG,5 ROOM,04 TO 06,Premium Apartment,1313.1958,954,220,630,246,659,5302,274.1403833
CHOA CHU KANG,5 ROOM,04 TO 06,Model A,1442.3626,880,908,563,698,636,6212,329.3207963
CHOA CHU KANG,5 ROOM,16 TO 18,Premium Apartment,1323.9597,962,536,1409,675,675,6183,339.8894997
CHOA CHU KANG,5 ROOM,01 TO 03,Premium Apartment,1313.1958,956,469,993,1075,983,7662,296.9854153
CHOA CHU KANG,5 ROOM,13 TO 15,Premium Apartment,1367.0153,935,202,290,450,394,7776,391.3635787
CHOA CHU KANG,5 ROOM,10 TO 12,Improved,1356.2514,909,361,436,394,400,7470,346.5434211
CHOA CHU KANG,5 ROOM,04 TO 06,Improved,1302.4319,903,404,772,353,348,6987,268.7280617
CHOA CHU KANG,5 ROOM,07 TO 09,Improved,1291.668,934,777,124,799,799,5423,330.5803039
CHOA CHU KANG,5 ROOM,07 TO 09,Improved,1302.4319,935,607,352,530,880,5546,341.6685356
CHOA CHU KANG,5 ROOM,01 TO 03,Improved,1302.4319,828,562,216,427,1159,5310,291.7618956
CHOA CHU KANG,5 ROOM,04 TO 06,Improved,1302.4319,827,722,247,534,1335,5117,276.4060063
CHOA CHU KANG,EXECUTIVE,01 TO 03,Apartment,1550.0016,880,740,569,704,643,6200,334.1932034
CHOA CHU KANG,EXECUTIVE,13 TO 15,Apartment,1550.0016,880,740,569,704,643,6200,353.5480221
CHOA CHU KANG,EXECUTIVE,10 TO 12,Apartment,1560.7655,906,307,750,526,522,7168,362.001851
CHOA CHU KANG,EXECUTIVE,10 TO 12,Apartment,1571.5294,913,258,545,414,421,7439,372.2488424
CHOA CHU KANG,EXECUTIVE,01 TO 03,Apartment,1571.5294,912,258,545,414,421,7439,289.5268774
CHOA CHU KANG,EXECUTIVE,04 TO 06,Apartment,1582.2933,902,381,1000,169,250,7279,247.7416798
CHOA CHU KANG,EXECUTIVE,10 TO 12,Apartment,1517.7099,939,568,529,514,751,5668,316.2659741
CHOA CHU KANG,EXECUTIVE,19 TO 21,Apartment,1506.946,938,568,529,514,751,5668,391.5203332
CLEMENTI,2 ROOM,07 TO 09,Model A,527.4311,1124,1368,1009,219,1032,842,540.3549393
CLEMENTI,2 ROOM,25 TO 27,Model A,538.195,1123,1488,1245,286,1268,980,702.3476621
CLEMENTI,3 ROOM,22 TO 24,Model A,796.5286,1124,1407,1048,89,1071,881,662.8763864
CLEMENTI,3 ROOM,04 TO 06,New Generation,721.1813,701,589,525,461,567,411,436.7833719
CLEMENTI,3 ROOM,01 TO 03,New Generation,721.1813,695,946,586,496,609,446,436.7833719
CLEMENTI,3 ROOM,04 TO 06,New Generation,731.9452,739,946,851,421,865,1049,439.9236446
CLEMENTI,3 ROOM,04 TO 06,New Generation,721.1813,710,326,275,270,270,628,436.7833719
CLEMENTI,3 ROOM,01 TO 03,New Generation,731.9452,727,1243,1547,438,438,275,355.2178496
CLEMENTI,3 ROOM,01 TO 03,New Generation,882.6398,725,1310,1614,324,649,452,360.2828696
CLEMENTI,3 ROOM,10 TO 12,New Generation,731.9452,765,1269,1573,373,489,326,409.8667496
CLEMENTI,3 ROOM,04 TO 06,New Generation,731.9452,725,960,1456,622,688,607,355.2178496
CLEMENTI,3 ROOM,10 TO 12,New Generation,721.1813,702,659,971,322,932,299,392.4117278
CLEMENTI,3 ROOM,01 TO 03,New Generation,882.6398,727,895,1624,764,856,776,339.8894997
CLEMENTI,3 ROOM,10 TO 12,New Generation,882.6398,727,931,1672,731,939,856,294.5708997
CLEMENTI,4 ROOM,13 TO 15,Model A,979.5149,1125,1407,1048,89,1071,881,694.2211905
CLEMENTI,4 ROOM,07 TO 09,Model A,1033.3344,1123,1402,1202,372,1329,895,669.6767281
CLEMENTI,4 ROOM,04 TO 06,Model A,1065.6261,1124,1488,1245,286,1268,980,617.4773685
CLEMENTI,4 ROOM,07 TO 09,New Generation,990.2788,701,799,439,517,573,633,473.4908997
CLEMENTI,4 ROOM,19 TO 21,Model A,1033.3344,1110,378,190,153,153,284,919.3538897
CLEMENTI,4 ROOM,10 TO 12,Model A,1001.0427,1109,392,234,197,197,368,837.1271275
CLEMENTI,4 ROOM,07 TO 09,New Generation,979.5149,739,831,736,365,750,986,484.9339198
CLEMENTI,4 ROOM,07 TO 09,Model A,1119.4456,764,2015,1818,662,662,951,384.91196
CLEMENTI,4 ROOM,07 TO 09,New Generation,990.2788,727,1177,1540,496,772,690,363.5339866
CLEMENTI,4 ROOM,07 TO 09,New Generation,979.5149,724,1229,1629,418,852,612,387.9471359
CLEMENTI,4 ROOM,10 TO 12,New Generation,979.5149,725,1177,1540,496,772,690,420.6163684
CLEMENTI,4 ROOM,07 TO 09,New Generation,893.4037,695,670,1162,333,1123,309,335.7944454
CLEMENTI,5 ROOM,10 TO 12,Adjoined flat,1442.3626,700,670,661,335,349,477,499.1809965
CLEMENTI,5 ROOM,07 TO 09,Improved,1184.029,994,793,492,357,445,473,631.7412834
CLEMENTI,5 ROOM,07 TO 09,Improved,1367.0153,779,340,843,802,802,1159,530.3525132
CLEMENTI,5 ROOM,01 TO 03,Improved,1367.0153,778,340,843,802,802,1159,532.5470754
CLEMENTI,5 ROOM,13 TO 15,Improved,1323.9597,777,1351,1763,243,1778,1303,602.7373794
CLEMENTI,EXECUTIVE,04 TO 06,Maisonette,1582.2933,781,1545,1957,357,1972,1497,540.3549393
GEYLANG,2 ROOM,07 TO 09,Standard,452.0838,588,747,640,534,1571,202,409.2161674
GEYLANG,3 ROOM,10 TO 12,New Generation,721.1813,695,457,792,482,1430,414,388.2518862
GEYLANG,3 ROOM,07 TO 09,Improved,699.6535,666,625,870,95,1203,156,414.4908873
GEYLANG,3 ROOM,01 TO 03,Standard,649.06317,564,1098,774,532,2106,543,354.3568802
GEYLANG,3 ROOM,07 TO 09,Standard,656.5979,611,557,497,281,1807,214,411.210575
GEYLANG,3 ROOM,07 TO 09,Standard,602.7784,587,753,478,595,1486,237,369.7677289
GEYLANG,3 ROOM,04 TO 06,Model A,796.5286,778,664,222,646,1322,548,462.0047541
GEYLANG,3 ROOM,10 TO 12,Improved,635.0701,687,135,609,382,1553,506,445.6200977
GEYLANG,3 ROOM,04 TO 06,Model A,645.834,1041,715,350,308,984,531,648.6001047
GEYLANG,3 ROOM,01 TO 03,Model A,796.5286,776,1250,677,455,331,455,464.5156495
GEYLANG,4 ROOM,13 TO 15,Model A,968.751,1043,787,309,317,861,540,707.0960443
GEYLANG,4 ROOM,04 TO 06,Model A,914.9315,1022,588,567,204,1533,188,710.4356993
GEYLANG,4 ROOM,07 TO 09,Model A,1087.1539,935,1048,380,569,1205,467,512.3469639
GEYLANG,4 ROOM,04 TO 06,New Generation,1011.8066,781,945,481,486,1288,372,454.6323378
GEYLANG,4 ROOM,10 TO 12,Model A,1097.9178,926,954,574,381,1306,365,500.9482495
GEYLANG,4 ROOM,10 TO 12,Simplified,968.751,787,360,685,356,2203,1379,407.7415146
GEYLANG,4 ROOM,04 TO 06,Simplified,904.1676,790,516,841,532,1905,1082,399.1383898
GEYLANG,5 ROOM,13 TO 15,Improved,1356.2514,748,174,540,376,1012,434,507.2805823
GEYLANG,5 ROOM,07 TO 09,Improved,1184.029,964,979,232,402,1708,299,777.0079956
GEYLANG,EXECUTIVE,01 TO 03,Maisonette,1657.6406,788,934,401,549,713,549,419.2706187
GEYLANG,EXECUTIVE,13 TO 15,Maisonette,1603.8211,787,883,440,498,764,498,503.7968387
GEYLANG,EXECUTIVE,10 TO 12,Maisonette,1571.5294,795,407,733,424,1986,1162,442.2443513
HOUGANG,3 ROOM,04 TO 06,New Generation,721.1813,753,423,1125,324,374,266,360.5196086
HOUGANG,3 ROOM,04 TO 06,Simplified,688.8896,796,352,639,442,759,2196,370.1609082
HOUGANG,3 ROOM,01 TO 03,New Generation,721.1813,788,524,928,442,433,2680,371.6125196
HOUGANG,3 ROOM,07 TO 09,New Generation,764.2369,789,1178,812,749,1012,1076,359.8360665
HOUGANG,3 ROOM,07 TO 09,Improved,635.0701,666,1099,1209,261,1416,1399,330.6721573
HOUGANG,3 ROOM,10 TO 12,New Generation,785.7647,700,1145,1007,467,1195,1259,366.5219372
HOUGANG,3 ROOM,07 TO 09,New Generation,785.7647,699,1263,897,533,1097,1161,362.7040003
HOUGANG,3 ROOM,10 TO 12,New Generation,785.7647,699,1268,948,540,1148,1211,375.4304565
HOUGANG,3 ROOM,10 TO 12,New Generation,721.1813,757,727,616,374,775,2075,410.4377082
HOUGANG,3 ROOM,01 TO 03,Simplified,753.473,805,564,467,572,563,2312,355.6862688
HOUGANG,3 ROOM,10 TO 12,Simplified,688.8896,825,299,1174,437,1374,2004,420.9673074
HOUGANG,3 ROOM,01 TO 03,Simplified,688.8896,803,426,1082,345,1282,2141,348.3867371
HOUGANG,3 ROOM,01 TO 03,Model A,796.5286,777,277,1030,533,655,475,307.5846869
HOUGANG,4 ROOM,10 TO 12,Model A,1001.0427,1140,742,1814,336,1290,3160,452.4162656
HOUGANG,4 ROOM,10 TO 12,Model A2,914.9315,1009,478,1885,331,884,3541,398.9369696
HOUGANG,4 ROOM,13 TO 15,Model A,1087.1539,932,525,1596,502,509,476,353.1128389
HOUGANG,4 ROOM,04 TO 06,Model A,1119.4456,777,316,694,536,536,481,428.7836765
HOUGANG,4 ROOM,04 TO 06,Model A,1119.4456,795,281,710,371,806,2202,397.5182001
HOUGANG,4 ROOM,07 TO 09,New Generation,1001.0427,789,1089,957,887,1181,1245,349.6354351
HOUGANG,4 ROOM,07 TO 09,Model A,1076.39,932,317,1282,514,1547,3101,360.464144
HOUGANG,4 ROOM,07 TO 09,Simplified,904.1676,797,457,787,443,1020,1989,363.8705921
HOUGANG,4 ROOM,01 TO 03,Model A,1130.2095,756,894,691,160,883,1889,327.372934
HOUGANG,4 ROOM,13 TO 15,Simplified,904.1676,812,290,1611,226,1834,2271,359.4466336
HOUGANG,4 ROOM,07 TO 09,Model A,1173.2651,872,420,807,789,780,2954,313.6546037
HOUGANG,4 ROOM,01 TO 03,Model A,1119.4456,791,337,1293,700,1539,1690,330.617227
HOUGANG,4 ROOM,01 TO 03,Model A,1108.6817,798,205,777,282,873,2241,324.7099686
HOUGANG,4 ROOM,01 TO 03,Simplified,957.9871,791,281,1244,606,1482,1711,334.0337255
HOUGANG,4 ROOM,01 TO 03,Model A,1119.4456,803,426,1082,345,1282,2141,321.5877574
HOUGANG,4 ROOM,04 TO 06,Simplified,904.1676,803,426,1082,345,1282,2141,370.50653
HOUGANG,4 ROOM,07 TO 09,Model A,1130.2095,842,157,597,554,965,3272,380.4604368
HOUGANG,4 ROOM,04 TO 06,Model A,1087.1539,956,537,1932,521,1381,2913,372.5323526
HOUGANG,4 ROOM,01 TO 03,Model A,1140.9734,872,746,331,716,708,2001,375.1182981
HOUGANG,4 ROOM,04 TO 06,Model A,1054.8622,924,252,1349,553,1529,3036,367.8205551
HOUGANG,4 ROOM,10 TO 12,Model A,1076.39,925,460,1094,368,1218,2971,342.7084978
HOUGANG,4 ROOM,01 TO 03,Simplified,957.9871,803,157,1455,407,1540,2652,323.5951716
HOUGANG,4 ROOM,01 TO 03,Simplified,904.1676,807,327,1157,399,1215,2598,359.4466336
HOUGANG,4 ROOM,04 TO 06,Model A,1119.4456,782,733,1890,853,818,828,348.3867371
HOUGANG,5 ROOM,04 TO 06,Improved,1184.029,1002,526,1974,209,1108,3245,354.7210415
HOUGANG,5 ROOM,04 TO 06,Model A,1410.0709,768,350,1101,292,500,234,400.6890717
HOUGANG,5 ROOM,04 TO 06,Improved,1302.4319,799,502,531,592,627,2167,422.2869541
HOUGANG,5 ROOM,07 TO 09,Improved,1302.4319,794,518,754,269,260,2472,446.0885824
HOUGANG,5 ROOM,07 TO 09,Improved,1302.4319,780,454,909,580,859,819,351.6498636
HOUGANG,5 ROOM,07 TO 09,Improved,1291.668,811,324,1646,68,1868,2126,346.8383517
HOUGANG,5 ROOM,07 TO 09,Model A-Maisonette,1528.4738,775,417,626,451,451,396,491.9940401
HOUGANG,5 ROOM,04 TO 06,Model A,1463.8904,777,290,1043,419,541,361,280.0756122
HOUGANG,5 ROOM,07 TO 09,Improved,1291.668,948,394,1081,496,1174,2830,377.8060616
HOUGANG,5 ROOM,01 TO 03,Adjoined flat,1377.7792,799,328,1241,238,1325,2506,413.7092504
HOUGANG,EXECUTIVE,04 TO 06,Maisonette,1603.8211,829,465,717,460,451,2758,464.5156495
HOUGANG,EXECUTIVE,04 TO 06,Maisonette,1560.7655,810,767,355,346,337,2438,477.3298743
HOUGANG,EXECUTIVE,01 TO 03,Maisonette,1657.6406,810,410,1731,62,1954,2134,355.9275756
HOUGANG,EXECUTIVE,04 TO 06,Maisonette,1593.0572,798,445,1629,416,1861,1925,429.9908377
HOUGANG,EXECUTIVE,10 TO 12,Apartment,1517.7099,949,412,1243,485,1270,2683,463.5273184
JURONG EAST,2 ROOM,01 TO 03,Model A,473.6116,1128,127,912,473,2456,555,460.29278
JURONG EAST,3 ROOM,07 TO 09,New Generation,764.2369,759,203,1390,757,1226,627,374.2295092
JURONG EAST,3 ROOM,07 TO 09,New Generation,731.9452,756,420,1210,974,1043,779,366.1476296
JURONG EAST,3 ROOM,13 TO 15,Model A,796.5286,771,316,674,236,2147,318,376.6343104
JURONG EAST,3 ROOM,01 TO 03,New Generation,731.9452,763,369,940,550,1963,632,286.9067247
JURONG EAST,3 ROOM,10 TO 12,Improved,775.0008,711,2432,2081,832,2028,850,335.4835247
JURONG EAST,3 ROOM,10 TO 12,New Generation,731.9452,789,3156,2473,398,2420,516,321.0622872
JURONG EAST,3 ROOM,04 TO 06,Improved,796.5286,699,2904,2221,166,2168,240,282.4757328
